User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
121093,452267455,8,Baghdad Without a Map: And Other Misadventures in Arabia,Tony Horwitz,1992,Plume Books
121093,679766626,8,Last Orders,Graham Swift,1997,Vintage Books USA
121093,679772677,8,A Civil Action,JONATHAN HARR,1996,Vintage
121093,743224574,8,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster
121093,1573228281,5,A Gesture Life,Chang-Rae Lee,2000,Riverhead Books
121094,671683993,9,The Temple of My Familiar,Alice Walker,1990,Pocket
121098,385481179,6,What Your Kindergartner Needs to Know: Preparing Your Child for a Lifetime of Learning (Core Knowledge),E. D. Hirsch,1996,Doubleday Books
121101,312890044,6,Moonheart (Newford),Charles de Lint,1994,Orb Books
121102,425101452,7,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group
121107,971714819,9,Dice Angel,Brian Rouff,2002,Hardway Pr
121110,380798328,6,"The Vanishing (Last on Earth, Book 1)",Marilyn Kaye,1998,Avon
121114,142001740,9,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books
121119,312142811,8,Backache: What Exercises Work,Dava Sobel,1996,St. Martin's Press
121119,316517305,9,Ben and Me,Robert Lawson,1988,"Little, Brown"
121119,330332775,9,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK)
121119,345333756,8,Staggerford (Mysteries &amp; Horror),Jon Hassler,1990,Ballantine Books
121119,345334205,9,The Outermost House: A Year of Life on the Great Beach of Cape Cod,Henry Beston,1985,Ballantine Books
121119,345369106,9,North of Hope,Jon Hassler,1990,Ballantine Books
121119,345393562,8,Rookery Blues,Jon Hassler,1995,Ballantine Books
121119,345416376,8,The Dean's List: A Novel,Jon Hassler,1997,Ballantine Books
121119,374525838,8,Family Man,Calvin Trillin,1999,"Farrar, Straus and Giroux"
121119,385486804,8,Into the Wild,Jon Krakauer,1997,Anchor
121119,440401240,8,Harry Kitten and Tucker Mouse,George Selden,1989,Yearling Books
121119,525323155,8,The House in Norham Gardens,Penelope Lively,1974,Penguin USA
121119,882080180,9,Return to Arcady,Adelaide N Baker,1973,L. Hill
121119,886822998,10,The Fillyjonk Who Believed in Disasters (Creative Short Stories),Tove Jansson,1990,Creative Education
121119,892966319,9,Death of a Dustman,M. C. Beaton,2001,Mysterious Press
121119,940160102,7,My Own Cape Cod,Gladys Taber,1982,Parnassus Press
