User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
136255,452281458,5,Beauty's Release: The Sequel to the Claiming of Sleeping Beauty and Beauty's Punishment (Sleeping Beauty),A.N. Roquelaure,1985,Plume Books
136255,800714784,5,"His Needs, Her Needs",Willard F. Harley Jr.,1986,Baker Book House Co
136255,842329110,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1995,Tyndale House Publishers
136255,842329137,7,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind #2),Tim Lahaye,1996,Tyndale House Publishers
136255,842329145,7,Nicolae: The Rise of Antichrist (Left Behind #3),Tim Lahaye,1997,Tyndale House Publishers
136255,842329153,7,Soul Harvest: The World Takes Sides (Left Behind #4),Tim Lahaye,1998,Tyndale House Publishers
136255,842329161,7,Apollyon: The Destroyer Is Unleashed (Left Behind #5),Tim Lahaye,1999,Tyndale House Publishers
136255,084232920X,7,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind #6)",Tim Lahaye,1999,Tyndale House Publishers
136255,842329285,7,The Indwelling: The Beast Takes Possession (Left Behind #7),Tim Lahaye,2000,Tyndale House Publishers
136255,842332251,7,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers
136255,084233226X,7,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers
136255,842332308,7,"The Remnant: On the Brink of Armageddon (Left Behind, 10)",Tim F. Lahaye,2003,Tyndale House Publishers
136255,849911796,4,The Visitation,Frank Peretti,1999,Word Publishing
136255,849912903,4,The End of the Age: A Novel,Pat Robertson,1995,Thomas Nelson Inc
136255,891076182,7,Prophet,Frank E. Peretti,1992,Crossway Books
136256,448095041,9,"The Mystery at Lilac Inn (Nancy Drew Mystery Stories, No 4)",Carolyn Keene,1982,Grosset &amp; Dunlap
136257,688177867,9,The Book Borrower: A Novel,Alice Mattison,2000,Perennial
136265,553569031,7,Gone But Not Forgotten,PHILLIP M. MARGOLIN,1994,Bantam
136271,679728244,7,"Don't Worry, He Won't Get Far on Foot",John Callahan,1990,Vintage Books USA
136273,312263031,5,The Coming Storm,Paul Russell,2000,Stonewall Inn Editions
136275,764225146,6,Dana's Valley,Janette Oke,2001,Bethany House Publishers
136275,785266917,7,"The Road To Forgiveness: Hearts Shattered by Tragedy, Transformed by Love",Bill Griffiths,2001,Nelson Books
136275,802485804,6,Free at Last: Experiencing True Freedom Through Your Identity in Christ,Tony Evans,2001,Moody Publishers
136277,571216420,6,Vernon God Little: A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,2003,Faber &amp; Faber
136277,590300008,8,The Adventures of the Black Hand Gang,Hans Press,1980,Scholastic Paperbacks (Mm)
136278,806958952,10,3-D Cross Stitch: More Than 25 Original Designs,Meg Evershed,2000,Sterling Publishing
136279,967673763,4,Princess Sultana's Circle,Jean Sasson,2002,Windsor-Brooke Books
136280,812565959,8,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books
136280,940322153,7,A High Wind in Jamaica (New York Review Books Classics),Richard Hughes,1999,New York Review of Books
136281,451197003,8,The Man in the Iron Mask (Signet Regency Romance),Alexandre Dumas,1998,Signet Book
136282,451172043,9,Murder at Christmas: And Other Stories from Ellery Queen's Mystery Magazine and Alfred Hitchcock's Mystery Magazine,Cynthia Manson,1993,Signet Book
136283,671742949,5,UNDER SIEGE,Stephen Coonts,1991,Pocket
136290,671550551,7,EXECUTION OF INNOCENCE PAPERBACK,Christopher Pike,1997,Simon Pulse
136290,765341972,8,The Mothman Prophecies,John A. Keel,2002,Tor Books
136290,806908335,5,Japanese Ink Painting: The Art of Sumi-e,Naomi Okamoto,1996,Sterling Publishing
136291,312097581,8,The Book of Runes : A Handbook for the Use of an Anceint Oracle: The Viking Runes with Stones: 10th Anniversary Edition,Ralph H. Blum,1993,St. Martin's Press
136291,312850093,10,The Eye of the World : Book One of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1990,Tor Books
136291,312851405,6,The Great Hunt : Book Two of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1990,Tor Books
136291,312867875,10,Legends: Short Novels by the Masters of Modern Fantasy,Robert Silverberg,1998,Tor Books
136291,345335082,8,Dragonquest (Dragonquest),Anne McCaffrey,1990,Del Rey Books
136291,345335465,10,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,1991,Del Rey Books
136291,345341678,10,The White Dragon (Dragonriders of Pern Vol 3),ANNE MCCAFFREY,1986,Del Rey
136291,345440633,10,Dave Barry's Complete Guide to Guys,Dave Barry,2000,Ballantine Books
136291,345441036,10,Black House,Stephen King,2002,Ballantine Books
136291,534359493,8,Calculus,James Stewart,1999,Brooks/Cole Publishing Company
136291,671726455,8,POCKET BOOK OF QUOTATIONS,Henry Davidoff,1990,Pocket
136291,679433015,7,Servant of the Bones,Anne Rice,1996,Alfred A. Knopf
136291,877799008,10,Merriam-Webster Dictionary,Merriam-Webster,1989,Merriam-Webster
136291,1558533109,3,The Little Book Of Christmas Joys : 432 Things to Do for Yourself and Others that Just Might Make this the Best Christmas Ever,"H. Jackson, Jr. Brown",1994,Rutledge Hill Press
136291,1563054671,10,The Little Zen Companion,David Schiller,1994,Workman Publishing
136291,1565048539,9,Tower of Babel (World of Darkness),John H. Steele,1995,White Wolf Pub
136291,158820801X,10,Out of the Shadows: An Exploration of Dark Paganism and Magick,John J Coughlin,2001,Authorhouse
136298,449912558,10,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
136303,048627263X,1,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,1992,Dover Publications
136303,553279378,7,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam
