User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
111358,038550120X,7,A Painted House,JOHN GRISHAM,2001,Doubleday
111358,399138242,7,Track of the Cat,Nevada Barr,1993,Putnam Publishing Group
111358,399144595,7,Liberty Falling (Anna Pigeon Mysteries (Hardcover)),Nevada Barr,1999,Putnam Publishing Group
111358,399147195,7,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group
111358,679435352,7,Murder at the Watergate: A Novel,Margaret Truman,1998,Random House Inc
111362,345361792,9,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
111366,380800586,8,The Houdini Specter : A Harry Houdini Mystery (Harry Houdini Mysteries),Daniel Stashower,2001,Avon
111369,60740450,4,One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial
111369,380731851,9,Mystic River,Dennis Lehane,2002,HarperTorch
111369,440241537,8,The King of Torts,JOHN GRISHAM,2003,Dell
111371,515132268,7,The Cat Who Smelled a Rat (Cat Who... (Paperback)),Lilian Jackson Braun,2002,Jove Books
111371,553578359,6,Chopping Spree,Diane Mott Davidson,2003,Bantam Books
111375,553114700,9,Delta of Venus,Anais Nin,1978,Bantam Books
111378,425158616,3,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
111378,515075051,6,Photo Finish,Ngaio Marsh,1992,Jove Books
111380,375707425,8,Embers,SANDOR MARAI,2002,Vintage
111387,864426186,7,"Lonely Planet Malaysia, Singapore &amp; Brunei (Lonely Planet Malaysia, Singapore &amp; Brunei, 7th ed)",Chris Rowthorn,1999,Lonely Planet
111390,375760911,3,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
111390,446602744,3,The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein,1996,Warner Books
111390,451180232,7,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book
111390,067081976X,5,Leaving Home/a Collection of Lake Wobegon Stories,Garrison Keillor,1987,Penguin USA
111390,067164551X,8,HT WIN FRIENDS   R,Dale Carnegie,1987,Pocket
111390,671897071,8,Girl : A Novel,Blake Nelson,1994,Touchstone
111390,767905385,5,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
111397,074320803X,5,Reasons to Be Cheerful,Mark Steel,2001,Simon &amp; Schuster (Trade Division)
111405,003022313X,8,Contemporary Marketing 1999: 1999 (The Dryden Press Series in Marketing),Louis E. Boone,1998,Harcourt Brace College Publishers
111408,039914465X,6,Southern Cross,Patricia Daniels Cornwell,1999,Putnam Pub Group
111409,471379484,7,"The Interview Kit, 2nd Edition",Richard H. Beatty,2000,John Wiley &amp; Sons
111413,679811761,7,"The Secret of Terror Castle (Three Investigators, No 1)",Robert Arthur,1991,Random House Children's Books
111414,1565120442,10,Songbirds in Your Garden,John K. Terres,1994,Algonquin Books of Chapel Hill
111415,972034404,10,Possibilities,Janet Sue Terry,2002,Realm of Vandora
111415,972034412,10,Possibilities,Janet Sue Terry,2002,Realm of Vandora
111417,140620761,10,Middlemarch (Penguin Popular Classics),George Eliot,1994,Penguin Books Ltd
111417,3442726247,9,Der zweite Mord.,Helene Tursten,2001,btb
111422,61094471,6,The Distinguished Guest,Sue Miller,1996,Harper Mass Market Paperbacks (Mm)
111422,452282438,8,In the Name of Salome: A Novel,Julia Alvarez,2001,Plume Books
111425,312983271,5,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
111433,971880107,6,Wild Animus,Rich Shapero,2004,Too Far
111433,8448700511,8,Otra Vuelta de Tuerca,Henry James,1999,Altaya
111434,375410767,10,The Family Orchard: A Novel,Nomi Eve,2000,Alfred A. Knopf
111434,385335660,9,Kissing in Manhattan,David Schickler,2001,Dial Press
111434,385498799,5,Bee Season,Myla Goldberg,2000,Doubleday Books
111434,394711513,8,Revelations--Diaries of Women,Mary Jane Moffat,1975,Vintage Books USA
111434,452262496,8,Lust for Life,Irving Stone,1989,Plume Books
111434,679405429,8,Pride and Prejudice (Everyman's Library Series),Jane Austen,1991,Unknown Publisher - Being Researched
111434,679451501,8,The Sparrow,Mary Doria Russell,1996,Villard Books
111434,874776945,9,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,Jeremy P. Tarcher
111434,877733759,9,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
111434,1570717559,9,Uncivil Seasons: A Novel,Michael Malone,2001,Sourcebooks Landmark
111434,1570717567,5,Handling Sin,Michael Malone,2001,Sourcebooks Landmark
111438,310466520,8,Hand Me Down the Dawn (Serenade/Saga No. 13),Mary Harwell Sayler,1985,Zondervan
111438,310468426,8,Beyond the Smoky Curtain (Serenade / Saga),Mary H. Sayler,1985,Zondervan Publishing Company
111438,380708353,9,Butterfly,Kathryn Harvey,1995,Avon Books
111438,039914613X,5,Easy Prey,John Sandford,2000,Putnam Publishing Group
111438,440204194,5,Firefly Summer,Maeve Binchy,1989,Dell
111438,451403703,6,The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books
111438,670894915,5,Cold Flat Junction,Martha Grimes,2001,Viking Books
111438,743213165,6,Candyland : A Novel In Two Parts,Ed McBain,2001,Simon &amp; Schuster
111439,1930252579,10,In St. Patrick's Custody,Janet Elaine Smith,2002,Pagefree Publishing
111442,345435648,7,Indigo Slam: An Elvis Cole Novel (Elvis Cole Novels (Paperback)),Robert Crais,2003,Fawcett Books
111442,812575962,7,The Bishop and the Missing L Train (Blackie Ryan),Andrew M. Greeley,2001,Forge Books
111443,452282535,6,Katie.com: My Story,Katherine Tarbox,2001,Plume Books
111444,60927216,9,Paula,Isabel Allende,1996,Perennial
111444,140067477,9,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books
111444,014029628X,6,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books
111444,316601950,7,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books
111444,801483891,7,Holding the Line: Women in the Great Arizona Mine Strike of 1983,Barbara Kingsolver,1996,Cornell University Press
111451,446679593,9,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books
111451,451184718,8,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book
111456,373250126,7,Milkrun,Sarah Mlynowski,2001,Harlequin
111464,345370805,6,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
111464,425068080,6,The Underdog and Other Stories,Agatha Christie,2001,Berkley Publishing Group
111465,783503199,10,Healthy Cooking (Williams-Sonoma Kitchen Library),John Phillip Carroll,1997,Time-Life Books
111468,385510438,9,The Last Juror,John Grisham,2004,Doubleday
111468,399150897,7,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
111468,743486226,8,Angels &amp; Demons,Dan Brown,2003,Atria
111468,743490304,8,Deception Point,Dan Brown,2003,Atria
111470,312283423,4,Saucer,Stephen Coonts,2002,St. Martin's Griffin
111480,727812335,6,Bergerac Is Back,Andrew Saville,1985,Severn House Publishers
111486,1841881481,8,English Cottage Interiors (Country (Seven Dials)),Hugh Lander,2001,Seven Dials
111490,074991811X,9,Barefoot Doctor's Handbook for the Urban Warrior: a Spiritual Survival Guide,Barefoot Doctor,1998,Judy Piatkus Publishers Ltd
111495,192833634,8,Mansfield Park (Oxford World's Classics),Jane Austen,1998,Oxford University Press
111495,1853260002,10,Pride &amp; Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
111495,1853260282,10,Emma (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
111499,451191153,9,The Fountainhead,Ayn Rand,1996,New American Library
111501,1573229865,10,The Dream of Scipio,Iain Pears,2003,Riverhead Books
111515,385502605,6,Coldwater,MARDI MCCONNOCHIE,2001,Doubleday
111519,553565923,9,Against the Odds: Tales of Achievement,L.M. Montgomery,1994,Starfire
111521,439217873,8,Sounder,William H. Armstrong,1993,Scholastic
111527,037550155X,10,The Handyman,Carolyn See,1999,Random House Trade
111531,9176437752,7,Tulpanfeber,Deborah Moggach,2002,M̴nPocket
111535,553237381,8,Book of Lists #3,Amy Wallace,1983,Bantam Books
111536,61008761,7,An Irresistible Impulse,Barbara Delinsky,1997,HarperTorch
111536,312975643,4,Perfect Sin,Kat Martin,2000,St. Martin's Press
111536,345384369,10,Intensity,DEAN KOONTZ,1996,Ballantine Books
111536,375700757,8,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
111536,038078405X,9,Together,Linda L. Miller,2001,HarperTorch
111536,038080025X,8,All I Desire,Rosemary Rogers,1999,Avon
111536,425188132,9,"State of War (Tom Clancy's Net Force, No. 7)",Steve Perry,2003,Berkley Publishing Group
111536,044023722X,1,A Painted House,John Grisham,2001,Dell Publishing Company
111536,446608890,9,Saving Faith,David Baldacci,2000,Warner Vision
111536,451199685,9,False Pretenses,Catherine Coulter,2004,Signet Book
111536,096138591X,10,Tall Woman,Wilma Dykeman,1982,Wakestone Books
111539,451180429,10,The Quiet Game,Greg Iles,2000,Signet Book
111539,786868716,9,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion
111543,922066728,7,A Time to Kill,John Grisham,1992,Dell Publishing
111550,2210479,6,A bridge of magpies,Geoffrey Jenkins,1974,Collins
111550,304291943,6,Gower Street (Her The performers ; book 1),Claire Rayner,1973,Cassell
111550,385475721,8,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese
111550,712646930,5,The Light of My Darkness,Georgina Fleming,1992,Trafalgar Square
111555,972711010X,9,O Diario De Um Mago,Paulo Coelho,0,"Koch, Neff &amp; Oetinger &amp; Co"
111557,553210823,8,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer,1982,Bantam
111560,971447322,10,Burning of the Marriage Hat,Margaret Benshoof-Holler,2002,Wind Women Press
111565,425155943,7,Contagion,Robin Cook,1998,Berkley Publishing Group
111565,449907821,8,Condition Critical: The Story of a Nurse Continues,Echo Heron,1994,Fawcett Books
111572,067942525X,8,Intensity,DEAN KOONTZ,1996,Knopf
111578,28632672,8,The Unofficial Guide to Bed &amp; Breakfasts in California,Mary Anne  Moore,2000,John Wiley &amp; Sons
111578,60169583,10,365 Ways to Cook Vegetarian,Kitty Morse,1994,Cookbooks
111578,60505257,6,The Archer's Tale,Bernard Cornwell,2002,HarperTorch
111578,60532688,10,Vagabond (Grail Quest Series),Bernard Cornwell,2003,HarperTorch
111578,64407055,10,Ella Enchanted (Trophy Newbery),Gail Carson Levine,1998,HarperTrophy
111578,66214122,10,Prey: A Novel,Michael Crichton,2002,HarperCollins
111578,142004235,10,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
111578,142501425,10,Firebirds: An Anthology of Original Fantasy and Science Fiction,Diana Wynne Jones,2003,Firebird
111578,307021408,7,Three Bears,Golden Books,1987,Golden Books Publishing Company
111578,312305060,8,The Hours: A Novel,Michael Cunningham,2002,Picador
111578,312867875,8,Legends: Short Novels by the Masters of Modern Fantasy,Robert Silverberg,1998,Tor Books
111578,031286860X,10,Ender's Shadow (Ender Wiggins Saga (Hardcover)),Orson Scott Card,1999,Tor Books
111578,345253736,10,White Dragon,Anne Mccaffrey,1979,Ballantine Books
111578,345350472,10,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books
111578,345368983,10,The Chronicles of Pern: First Fall (The Dragonriders of Pern),Anne McCaffrey,1993,Ballantine Books
111578,345388216,10,Dragonseye (Dragonriders of Pern Series),Anne McCaffrey,1997,Ballantine Books
111578,345388232,10,The Masterharper of Pern (Dragonriders of Pern (Hardcover)),Anne McCaffrey,1998,Ballantine Books
111578,037580160X,5,Land Before Time (Beginner Books),MOLLY GOODE,1999,Random House Books for Young Readers
111578,380778726,10,"Ruby Slippers, Golden Tears",Ellen Datlow,1996,Eos
111578,380808161,10,T2: Infiltrator,S.M. Stirling,2002,HarperEntertainment
111578,038080817X,8,T2: Rising Storm (T2),S.M. Stirling,2003,HarperEntertainment
111578,380975238,10,"Black Swan, White Raven",Ellen Datlow,1997,Harpercollins
111578,385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday
111578,395977894,10,Fast Food Nation,Eric Schlosser,2001,Houghton Mifflin Company
111578,399133496,10,Hot Money,Dick Francis,1988,Putnam Pub Group
111578,399137769,10,Driving Force,Dick Francis,1992,Putnam Pub Group
111578,399141855,10,To the Hilt,Dick Francis,1996,Putnam Pub Group
111578,399144463,10,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper)
111578,399147284,5,Chosen Prey,John Sandford,2001,G. P. Putnam's Sons
111578,425120279,10,The Hunt for Red October,Tom Clancy,1990,Berkley Publishing Group
111578,043949687X,7,Charlie Bone and the Time Twister,Jenny Nimmo,2003,Orchard
111578,440236061,7,Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company
111578,441009050,5,St. Patrick's Gargoyle,Katherine Kurtz,2002,Ace Books
111578,441225691,7,Falcon,Emma Bull,1989,Ace Books
111578,449140105,10,Secret Ways,MacLean,1981,Not Avail
111578,449209709,10,San Andreas,Alistair MacLean,1986,Fawcett Books
111578,553070002,8,Well-Schooled in Murder,Elizabeth George,1990,Bantam Books
111578,553351923,10,Snow Crash,Neal Stephenson,1993,Spectra
111578,590442929,5,Clifford's Good Deeds (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Cartwheel Books
111578,618176764,7,Gossie and Gertie,Olivier Dunrea,2002,Houghton Mifflin
111578,671041789,10,The Green Mile,Stephen King,1999,Pocket
111578,671319558,9,Beyond World'S End,Mercedes Lackey,2001,Baen
111578,671578456,10,The Apocalypse Troll,David Weber,2000,Baen
111578,671578545,10,"Ashes of Victory (Honor Harrington Series, Book 9)",David Weber,2000,Baen
111578,671578553,10,Worlds Of Honor,David Weber,2000,Baen
111578,067164551X,10,HT WIN FRIENDS   R,Dale Carnegie,1987,Pocket
111578,671698710,8,EMPIRE OF THE EAST,Fred Saberhagen,1990,Baen
111578,067941388X,10,The Silent Passage: Menopause,Gail Sheehy,1992,Random House Inc
111578,688109136,10,"Snow White, Blood Red (Avonova Book)",Ellen Datlow,1993,Harpercollins
111578,736412611,5,Disney Princess: A Read-Aloud Storybook (Read-Aloud Storybook),Jennifer Liberts Weinberg,2002,RH/Disney
111578,743435206,10,"Changer of Worlds (Worlds of Honor, Number 3)",David Weber,2002,Baen
111578,767902076,7,Take Time for Your Life: A Personal Coach's Seven-Step Program for Creating the Life You Want,Cheryl Richardson,1999,Broadway Books
111578,789717964,8,"Easy Web Pages: See It Done, Do It Yourself (Que's Easy Series)",Ned Snell,1998,Que
111578,812533550,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books
111578,817455450,10,People and Portrait Photography (Point &amp; Shoot),Hargrave. Sean,1996,Amphoto Books
111578,933855079,8,"Bed, Breakfast and Bike - Northern California: A Cycling Guide to Country Inns",Naomi Bloom,1994,Finney Co
111578,934081034,6,Showers: The Complete Guide to Hosting a Perfect Bridal or Baby Shower,Beverly Clark,1989,Pub Group West
111578,962743704,10,Managing Motherhood: Support and Survival Techniques for Mothers of Very Young Children,Marianne P. Seidenstricker,1991,K M S Products
111578,964140918,7,Cabins and Cottages of California,Tom Thompson,2000,Rustic Getaways
111578,1570829799,7,A Bug's Life: Classic Storybook (The Mouse Works Classics Collection),T. J. Steiner,1998,Random House Childrens Pub
111578,1573182036,10,L. Ron Hubbard Presents Writers of the Future Vol. 16,L. Ron Hubbard,2000,Bridge Publications
111578,158485135X,5,Angelina Ballerina,Katharine Holabird,2000,Pleasant Company Publications
111581,671001175,6,Assignment : Eternity (Star Trek: The Original Series),Greg Cox,1998,Star Trek
111581,765341174,6,"Sarah (Card, Orson Scott. Women of Genesis.)",Orson Scott Card,2001,Forge
111582,857302335X,7,O dem̫nio e a Srta. Prym,Paulo Coelho,2000,Objetiva
111586,425175405,10,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
111590,385502435,5,Deliberate Acts of Kindness: Service As a Spiritual Practice,Meredith Gould,2002,Image
111592,688063314,8,Alex Haley's Queen: The Story of an American Family,Alex Haley,1993,Harpercollins
111595,425167313,7,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group
111597,375712925,8,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),Stephen L. Carter,2003,Vintage Books USA
111604,553560735,8,Red Mars (Mars Trilogy),Kim Stanley Robinson,1993,Bantam
111604,671865412,8,SIGN AND THE SEAL : THE QUEST FOR THE LOST ARK OF THE COVENANT,Graham Hancock,1993,Touchstone
111607,375412336,8,"Bare: On Women, Dancing, Sex, and Power",Elisabeth Eaves,2002,Alfred A. Knopf
111625,767905385,10,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
111627,316781010,10,Fortune's Rocks: A Novel,Anita Shreve,1999,Back Bay Books
111627,802137008,5,Pure,Rebbecca Ray,2000,Grove Press
111632,875162584,8,Secret Door to Success,Florence Shinn,1978,DeVorss &amp; Company
111633,3821818271,7,Hey.,Walter Moers,1993,Eichborn
111634,312958129,7,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press
111634,440235596,5,Tara Road,Maeve Binchy,2000,Dell Publishing Company
111634,044155282X,8,M.Y.T.H. Inc. in Action,Robert L. Asprin,1996,Ace Books
111634,449209830,9,Mrs. Pollifax and the Hong Kong Buddha,Dorothy Gilman,1988,Fawcett Books
111634,553213148,10,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics
111634,553213164,10,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,Bantam Classics
111634,553213180,10,Anne's House of Dreams,L.M. MONTGOMERY,1983,Bantam Classics
111634,816704732,5,Princess and Curdie,George MacDonald,1997,Troll Communications
111634,842329129,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers
111635,051513287X,10,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books
111635,821771477,10,Completely Smitten,Kristine Grayson,2002,Zebra Books
111637,60540753,4,Patron Saint of Liars : A Novel,Ann Patchett,2003,Perennial
111637,64409090,5,"Scare School (Nightmare Room, 11)",R. L. Stine,2001,Avon Books
111637,312282990,8,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
111637,312421818,8,The Book of Illusions: A Novel,Paul Auster,2003,Picador USA
111637,312966970,5,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
111637,316358142,5,"The Adventures of Tintin - Red Rackham's Treasure / The Seven Crystal Balls / Prisoners of the Sun  (3 Complete Adventures in 1 Volume, Vol. 4)",Herge,1995,"Little, Brown"
111637,316781142,3,The Last Time They Met : A Novel,Anita Shreve,2001,"Little, Brown"
111637,345425707,4,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books
111637,375706410,5,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
111637,375759778,9,Prague : A Novel,ARTHUR PHILLIPS,2003,Random House Trade Paperbacks
111637,375802150,7,How Tia Lola Came to (Visit) Stay,JULIA ALVAREZ,2001,Knopf Books for Young Readers
111637,038000917X,5,Rebecca,Daphne du Maurier,1982,Avon Books
111637,385318782,4,Talk Before Sleep,Elizabeth Berg,1997,Dell
111637,038572179X,9,Atonement : A Novel,IAN MCEWAN,2003,Anchor
111637,439098300,6,A Hole in the World,Sid Hite,2001,Scholastic
111637,452283205,5,Falling Angels,Tracy Chevalier,2002,Plume Books
111637,670853097,8,The Stone Diaries,Carol Shields,1994,Viking Books
111637,679436448,9,CORELLI'S MANDOLIN : A Novel,LOUIS DE BERNIERES,1994,Pantheon
111637,1400031362,8,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor
111637,140003180X,8,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,2004,Anchor
111637,1400032806,8,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2004,Anchor
111637,1400034779,7,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
111642,156027321,7,Life of Pi,Yann Martel,2003,Harvest Books
111642,380803941,8,Grandmother Spider : A Charlie Moon Mystery,James D. Doss,2001,Avon
111642,553803328,7,Villa Incognito,TOM ROBBINS,2003,Bantam
111643,2253049921,6,David et Olivier,Robert Sabatier,1989,LGF
111646,553576798,3,The Other Daughter,LISA GARDNER,1999,Bantam
111646,1551668149,3,Seduction Of Ellen,Nan Ryan,2001,Mira
111656,451168380,8,Growing Up,Russell Baker,1991,Signet Book
111656,684848783,5,Tis : A Memoir,Frank McCourt,1999,Scribner
111657,30102006,6,Damnation of Theron Ware,Harold Frederic,1960,Harcourt Brace College Publishers
111657,385471440,8,The Wedding,Dorothy West,1996,Anchor
111657,441800106,3,Teklords,William Shatner,1992,Ace Books
111657,451523946,8,Moonstone (Signet Classic),Wilkie Collins,1987,Signet Classics
111657,609801414,7,How to Succeed in Business Without a Penis: Secrets and Strategies for the Working Woman,Karen Salmansohn,1997,Three Rivers Press (CA)
111657,684804506,8,CLOSING TIME : THE SEQUEL TO CATCH-22,Joseph Heller,1995,Simon &amp; Schuster
111657,684872153,8,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner
111657,811200671,6,Second Skin,John Hawkes,1964,New Directions Publishing Corporation
111667,3499175347,8,Einstein Fuer Anfaenger,Joseph Schwartz,0,Rowohlt Verlag
111677,741407612,9,Recipe For Rage,Marilyn Janson,2002,Infinity Publishing.com
111680,373218400,10,Table For Two,Nora Roberts,2002,Silhouette
111680,425192725,8,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group
111680,821769367,10,The Night Before,Lisa Jackson,2003,Zebra Books
