User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
202381,843952652,6,The Adventures of Comanche John,Dan Cushman,2003,Leisure Books
202381,1551667363,7,The Snow Bride,Debbie Macomber,2003,Mira
202381,1578565383,8,The Healing Quilt,Lauraine Snelling,2002,Waterbrook Press
202381,1929664109,9,One Minute Can Change a Life: Sixty-Second Readings of Hope and Encouragement,Steve Goodier,2001,Life Support System Publishing
202383,1853262919,10,Tristram Shandy (Classics Library (NTC)),L. Sterne,2001,Lb May &amp; Assoc Inc
202389,1400033543,7,You Shall Know Our Velocity,DAVE EGGERS,2003,Vintage
202391,140390316,9,The Jungle (The Penguin American Library),Upton Beall Sinclair,1989,Penguin Books
202394,380756293,4,The Magic of You (Malory Novels (Paperback)),Johanna Lindsey,1993,Avon
202400,425166627,7,Singing in the Comeback Choir,Bebe Moore Campbell,1999,Berkley Publishing Group
202401,807059196,8,The Tiger Ladies: A Memoir of Kashmir,Sudha Koul,2003,Beacon Press
202407,156927942,8,Under the Jaguar Sun,Italo Calvino,1990,Harvest Books
202407,684836491,6,Apocalypse Wow,James Finn Garner,1997,Simon &amp; Schuster
202407,806512709,7,This Fish Is Loaded! the Book of Surreal and Bizarre Humour: The Book of Surreal and Bizarre Humor,Richard Glyn Jones,1991,Carol Publishing Corporation
202407,828319510,5,Subliminal Adventures in Erotic Art,Wilson Bryan Key,1992,Branden Books
202407,850314399,6,The prostitute in progressive literature,Khalid Kishtainy,1982,Allison &amp; Busby
202407,1570752818,7,The Hidden Heart of the Cosmos: Humanity and the New Story,Brian Swimme,1999,Orbis Books
202410,380725444,9,The Tiger's Child,Torey Hayden,1996,Avon
202410,804115761,7,Thousand Acres,JANE SMILEY,1996,Ivy Books
202413,014200197X,5,Patches of Godlight: Father Tim's Favorite Quotes (Mitford Years),Jan Karon,2002,Penguin Books
202415,802713521,6,E = mc2: A Biography of the World's Most Famous Equation,David Bodanis,2000,Walker &amp; Company
202417,201539926,7,"C++ Programming Language, The",Bjarne Stroustrup,1991,Addison-Wesley
202417,316769487,9,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
202417,451163966,10,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
202428,452284244,9,Animal Farm: A Fairy Story,George Orwell,2003,Plume Books
202430,62513958,4,Everyday Tao: Living with Balance and Harmony,Ming-Dao Deng,1996,HarperSanFrancisco
202430,156904586,8,Too Loud a Solitude,Bohumil Hrabal,1992,Harvest Books
202430,679737383,10,Anywhere but Here,MONA SIMPSON,1992,Vintage
202430,810112787,10,Closely Watched Trains (European Classics),Bohumil Hrabal,1995,Northwestern
202441,140177396,8,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993,Penguin Books
202447,202021783X,3,Le monde du bout du monde,Sepulved,1995,Seuil
202447,2020228920,7,Des gens tout simples,Jicai Feng,1995,Seuil
202447,2020239302,9,Le Vieux Qui Lisait Les Romans Damour,Luis Sepulveda,0,Points French
202447,2070402991,6,Du Plus Loin De L'Oubli,Patrick Modiano,1999,Gallimard Jeunesse
202447,2226113274,6,Car nous venons tous du pays de notre enfance,Salome,2000,Albin Michel
202447,2253029890,8,Les Belles Endormies,Yasunari Kawabata,1982,LGF
202447,2253140503,5,La Secte des Ã?Â©goÃ?Â¯stes,Eric-Emmanuel Schmitt,1996,LGF
202447,2253140872,8,L'Ecume Des Jours,Boris Vian,1999,Distribooks Inc
202447,2266080598,6,Le Scaphandre Et Le Papillon,Jean-Dominique Bauby,1999,Pocket (FR)
202447,229031207X,6,"L'IntÃ?Â©grale des brÃ?Â¨ves de comptoir, 1996-1997",Jean-Marie Gourio,2001,J'ai lu
202447,2868698409,5,La surproductivitÃ?Â©: RÃ?Â©cit,Sung Ok Kim,1993,Actes Sud
202453,3404148665,8,Illuminati.,Dan Brown,2003,LÃ?Â¼bbe
202456,9728423160,6,Nos teus braÃ§os morrerÃ­amos: FicÃ§Ã£o,Pedro PaixÃ£o,1998,Cotovia
202457,895552590,5,The Sermons of St. Francis De Sales on Our Lady,St. Francis of Sales,1993,Tan Books &amp; Publishers
202462,140176306,7,The Lies of Fair Ladies (Lovejoy Mystery),Jonathan Gash,1993,Penguin USA
202462,345319540,8,Deadlock (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1984,Ballantine Books
202462,345379144,8,Zombies of the Gene Pool,Sharyn McCrumb,1996,Fawcett Books
202462,380710218,8,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
202462,380717018,5,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
202462,425052478,7,License Renewed,John Gardner,1982,Penguin Putnam~mass
202462,425067645,7,Icebreaker,John Gardner,1984,Berkley Publishing Group
202462,042510107X,9,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
202462,425116840,9,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group
202462,042513234X,7,The Man from Barbarossa,John Gardner,1992,Berkley Publishing Group
202462,425133540,10,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
202462,425147584,10,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
202462,425154092,9,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
202462,425162788,9,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
202462,425163407,9,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
202462,425165701,8,Ruthless.Com (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1998,Berkley Publishing Group
202462,425171884,7,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
202462,042517400X,7,"Night Moves (Tom Clancy's Net Force, No. 3)",Tom Clancy,2000,Berkley Publishing Group
202462,425179230,8,Point of Impact (Tom Clancy's Net Force (Berkley Publishing Group)),Steve Perry,2001,Berkley Publishing Group
202462,044021145X,10,The Firm,John Grisham,1992,Bantam Dell Publishing Group
202462,440220602,8,The Chamber,John Grisham,1995,Dell Publishing Company
202462,440221471,8,The Runaway Jury,JOHN GRISHAM,1997,Dell
202462,446341916,8,The Naked Face,Sidney Sheldon,1985,Warner Books
202462,446364193,9,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
202462,449221202,9,Aftershock,Charles Scarborough,1992,Fawcett Books
202462,451142497,8,When the Bough Breaks,Jonathan Kellerman,1986,Signet Book
202462,451190157,8,The Legacy,Stephen W. Frey,1999,Onyx Books
202462,523424019,9,"The Pursuit of Diana (V, Book 3)",Alan Wold,1984,St Martins Pr (Mm)
202462,523424671,8,V: The New England Resistance,Tim Sullivan,1985,St Martins Pr (Mm)
202462,055329671X,8,Mutant Legacy (Mutant Season Series),Karen Haber,1993,Spectra Books
202462,671027360,8,Angels &amp; Demons,Dan Brown,2001,Pocket Star
202462,671042408,10,"Being Human (Star Trek New Frontier, No 12)",Peter David,2001,Star Trek
202462,671541811,9,"The Final Fury (Star Trek: Voyager, No 9: Invasion Book No 4)",Dafydd ab Hugh,1996,Star Trek
202462,074341926X,7,A Hard Rain (Star Trek The Next Generation),Dean Wesley Smith,2002,Star Trek
202462,812505816,5,Day Seven,Jack Bickham,1990,Tor Books
202462,1572970103,8,Daredevil: Predator's Smile,Christopher Golden,1996,Berkley Publishing Group
202462,1572971142,8,X-Men Mutant Empire : Book 1 - Siege,Christopher Golden,1996,Berkley Publishing Group
202462,1572971509,9,Quantum Leap: Independence : A Novel (Quantum Leap),John Peel,1996,Berkley Publishing Group
202462,1572971800,8,Sanctuary (X-Men: Mutant Empire),Christopher Golden,1996,Berkley Publishing Group
202462,1572972475,9,"Salvation (X-Men Mutant Empire , No 3)",Christopher Golden,1997,Berkley Publishing Group
202470,440236703,10,Tell No One,Harlan Coben,2002,Dell Publishing Company
202478,1561568791,6,Rebecca of Sunnybrook Farm,Kate D. Wiggin,1998,Kidsbooks
202483,1573223328,8,"Across the Nightingale Floor (Tales of the Otori, Book One)",Lian Hearn,2003,Riverhead Books
202485,031205436X,9,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992,St. Martin's Press
202496,375410848,8,True History of the Kelly Gang,Peter Carey,2001,Alfred A. Knopf
202496,375727345,3,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
