User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
107099,446671827,10,Emergence : Labeled Autistic,Temple Grandin,1996,Warner Books
107099,451167538,8,Different Seasons (Signet),Stephen King,2004,Signet Book
107099,553569635,8,Blood Test (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1995,Bantam Books
107099,679742204,8,Now Wait for Last Year,Philip K. Dick,1993,Vintage Books USA
107099,067976657X,7,Krik? Krak! (Vintage Contemporaries),Edwidge Danticat,1996,Vintage Books USA
107099,679772898,10,Thinking in Pictures: And Other Reports from My Life With Autism,Temple Grandin,1996,Vintage Books USA
107099,684867974,6,Take the Cannoli : Stories From the New World,Sarah Vowell,2000,Simon &amp; Schuster
107099,805063897,6,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2002,Owl Books
107099,821221795,8,Medieval Cats,Susan Herbert,1995,Little Brown and Company
107103,312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
107103,684869241,7,The Burning Times: A Novel,Jeanne Kalogridis,2002,Simon &amp; Schuster
107109,034540288X,5,The Lost World,Michael Crichton,1996,Ballantine Books
107109,440220602,6,The Chamber,John Grisham,1995,Dell Publishing Company
107109,446516538,3,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
107109,451192001,7,How Stella Got Her Groove Back,Terry McMillan,1997,Signet Book
107109,080213825X,7,Four Blondes,Candace Bushnell,2001,Grove Press
107111,038530160X,10,Silver Kiss,Annette Curtis Klause,1990,Delacorte Press
107113,312195516,7,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA
107118,140185232,9,The Razor's Edge (Penguin Twentieth-Century Classics),W. Somerset Maugham,1992,Penguin Books
107120,3492045170,4,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
107121,684804522,3,GARDEN OF EDEN,Ernest Hemingway,1995,Scribner
107121,786886323,10,Carter Beats the Devil,Glen Gold,2002,Hyperion
107133,61032093,8,Breathing Room (Avon Romance),Susan Elizabeth Phillips,2003,Avon Books
107133,743457943,8,Trading Places,Fern Michaels,2003,Pocket Star
107137,877851468,8,Light in My Darkness,Helen Keller,1994,Chrysalis Books
107140,374281602,9,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux
107140,385333862,8,The Running Mate,Joe Klein,2000,Dial Press
107140,385468652,8,The Client (Large Print),John Grisham,1993,Doubleday Books
107140,385490992,8,The Street Lawyer,John Grisham,1998,Doubleday Books
107140,871136791,8,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press
107145,440102804,7,The Anodyne Necklace,Martha Grimes,1990,Dell
107170,3426620685,5,SÃ?Â¼den und der StraÃ?Â?enbahntrinker.,Friedrich Ani,2002,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
107170,3462027379,4,About a Boy.,Nick Hornby,1998,Kiepenheuer &amp; Witsch
107177,1552781631,2,The Internet Bride,Gregory Ward,2000,McArthur Publishing
107179,684829460,8,Dora : An Analysis of a Case of Hysteria (Collected Papers of Sigmund Freud),Sigmund Freud,1997,Touchstone
107181,3499134624,5,Der Mann ohne Eigenschaften I. Erstes und zweites Buch.,Robert Musil,1994,Rowohlt Tb.
107187,60391502,5,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears,1995,ReganBooks
107187,1853260002,5,Pride &amp; Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company
107189,1555661874,9,The Nearby Faraway: A Personal Journey Through the Heart of the West,David Petersen,1997,Johnson Books
107191,140101950,8,Rotten Reviews: A Literary Companion,Bill Henderson,1987,Penguin USA
107191,067089978X,9,Big As Life: Three Tales for Spring,Maureen Howard,2001,Viking Books
107201,618129022,10,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company
107207,553563521,4,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,Bantam Books
