User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
15418,752847759,10,Asterix and Son (Asterix (Orion Paperback)),Albert Uderzo,2002,Orion
15418,812521374,7,Necroscope,Brian Lumley,1992,Tor Books
15418,812540387,6,Stinger,Nancy Kress,2000,Tor Books
15418,813916895,8,Rubaiyat of Omar Khayyam: A Critical Edition (Victorian Literature and Culture Series),Edward Fitzgerald,1997,Bibliographical Society of University of Virg
15418,821739352,5,Immaculate Deception,Warren Adler,1992,Kensington Publishing Corporation
15418,892966947,5,Free Love (Olivia Brown Mysteries),Annette Meyers,1999,Mysterious Press
15418,917201671,10,Asterix and the Chieftain's Shield (Adventures of Asterix),Rene de Goscinny,1994,Dargaud Publishing International
15418,917201698,10,Asterix and the Normans (Adventures of Asterix),Rene de Goscinny,1994,Dargaud Publishing International
15418,1400030021,5,A Good Man in Africa,William Boyd,2003,Vintage Books USA
15418,1551668122,6,Night Of The Black Bird,Heather Graham,2001,Mira
15418,1852421312,8,Murder in the Central Committee (Mask Noir),Manuel Vazquez Montalban,1997,Serpent's Tail
15418,1853260827,10,Bleak House (Wordsworth Classics),Charles Dickens,1997,NTC/Contemporary Publishing Company
15418,1853261823,10,Little Dorrit (Wordsworth Collection),Charles Dickens,1998,NTC/Contemporary Publishing Company
15418,1853262447,7,Old Curiosity Shop (Wordsworth Collection),Charles Dickens,1998,Wordsworth Editions Ltd
15418,1853262641,8,Nicholas Nickleby (Wordsworth Collection),Charles Dickens,1998,NTC/Contemporary Publishing Company
15418,1853262684,8,Christmas Books,Charles Dickens,2004,Wordsworth Editions Ltd
15418,1885203640,7,The Henna Body Art Kit: Everything You Need to Create Stunning Temporary Tattoos,Aileen Marron,1998,Journey Editions (VT)
15418,2203001143,10,Tintin Au Pays de L'Or Noir / Land of Black Gold (Tintin),Herge,1999,Distribooks Intl
15418,2203001178,10,L'Affaire Tournesol / Calculus Affair (Tintin),Herge,1999,Casterman
15418,8401375924,7,"Afrodita - Cuentos, Recetas y Otros Afrod.",Isabel Allende,1997,"Plaza &amp; Janes Editores, S.A."
15418,8401462924,10,Sentido y sensibilidad,Jane Austen,1997,"Plaza &amp; Janes Editores, S.A."
15418,8420442402,7,El oro del rey,Arturo Perez-Reverte,2000,Alfaguara
15418,8420447595,7,La espada y la rosa,Antonio Martinez Menchen,1995,Santillana USA Pub Co Inc
15418,842046435X,6,La reina del Sur,Arturo Perez-Reverte,2002,Santillana USA Publishing Company
15418,8420483532,9,El Capitan Alatriste,Arturo y Carlota Perez-Reverte,1997,"Ediciones Alfaguara, S.A."
15418,8423310353,10,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
15418,8426403026,7,Cuentos Imprescindibles,Anton Pavlovich Chejov,2001,Lumen Espana
15418,8432055964,8,El mal amor (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Fernando FernÃ¡n GÃ³mez,1987,Planeta
15418,8432068209,7,Cronica Del Rey Pasmado (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Gonzalo Torrente Ballester,1995,Planeta Pub Corp
15418,8432983640,5,Como Hacer Flores y Adornos Con Abalorios,Merce Oller,2001,Ceac
15418,8435016722,2,Rhadopis - Una Cortesana del Antiguo Egipto,Naguib Mahfuz,2002,Edhasa
15418,8437605601,7,Bodas De Sangre (Letras hispÃ¡nicas),"Garcia, Lorca Federico",1999,Distribooks Inc
15418,8441406243,8,SandokÃ¡n,Emilio Salgari,2001,Edaf
15418,8466301569,5,El Testamento (Punto de Lectura),John Grisham,2002,Punto de Lectura
15418,8477203563,5,Como Ser Feliz los 365 Dias del Ano,Caceres Gherra,1994,Obelisco
15418,848306233X,7,Recetas Ricas Recetas Sanas,Karl Arguinano,1999,Libros Sin Fronteras
15418,8483100630,7,Diario De Un Killer Sentimental Seguido De Yacare (Coleccion Andanzas),Luis Sepulveda,2002,Tusquets Editores
15418,950072040X,7,de Amor y de Sombra - Bolsillo,Isabel Allende,2001,Sudamericana
15418,9505812744,10,Las Aventuras De Huckleberry Finn (Los Libros de Boris),Mark Twain,1997,Ediciones Colihue
15418,9626340118,1,Ulysses (Modern Fiction S.),James Joyce,1994,Naxos Audiobooks Ltd.
15418,B00006CRTE,9,"Devil Knows You're Dead, The: A Matthew Scudder Crime Novel",Lawrence Block,0,PerfectBound
15419,9681508211,8,El Viejo y El Mar,Ernest Hemingway,1995,"Editores Mexicanos Unidos, S.A."
15421,8466300708,5,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,2001,Suma de Letras
15421,846630178X,6,La Tierra del Fuego,Sylvia Iparraguirre,2001,Suma de Letras
15421,8479792698,5,Comuna Verdad (Analectas),Gerardo Mario Goloboff,1995,A. &amp; M. Muchnik
15421,8484032930,8,El Conde De Montecristo,Alejandro Dumas,2004,Edimat Libros
15421,8485501861,5,Vida Y Muerte De Yukio Mishima/the Life and Death of Yukio Mishima,Henry Scott Stokes,1985,Lectorum Pubns (J)
15421,8495501643,7,La Doctora Cole,Noah Gordon,2000,Punto de Lectura
15425,1930928688,10,Bleeding Hearts,Josh Aterovis,2001,Renaissance Alliance Publishing
15437,425148297,8,Naked in Death,J. D. Robb,2004,Berkley Publishing Group
15437,821771167,7,When I Think of You,Liz Ireland,2002,Zebra Books
15443,345336194,9,Peter the Great: His Life and World,Robert K. Massie,1996,Ballantine Books
15444,3596129389,7,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt"
15447,671040677,6,Switcheroo,Margot Batrae,2000,Simon Spotlight Entertainment
15447,671040715,4,It'S A Miserable Life!,Cathy West,2000,Simon Spotlight Entertainment
