User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
165866,670839531,9,Needful Things: The Last Castle Rock Story,Stephen King,1991,Viking Books
165866,670844527,8,Dolores Claiborne,Stephen King,1992,Viking Books
165866,670855030,9,Insomnia,Stephen King,1994,Viking Books
165866,670858692,10,Rose Madder,Stephen King,1995,Viking Books
165866,670868361,9,Desperation,Stephen King,1996,Viking Books
165866,679891536,10,How the Grinch Stole Christmas (Deluxe Edition),Dr. Seuss,2000,Random House Children's Books
165866,684853507,10,BAG OF BONES : A NOVEL,Stephen King,1998,Scribner
165866,684867621,9,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
165866,793518326,10,The Beatles Complete Scores,Hal Leonard Publishing Corporation,1993,Hal Leonard
165866,811826848,10,The Beatles Anthology,Paul McCartney,2000,Chronicle Books
165866,962827193,9,Ghosts of Tidewater,L. B. Taylor,1990,Virginia Ghosts
165866,1566191041,10,Yale Shakespeare Complete Works,Cross,0,Dorset House Publishing Co Inc
165866,1573221937,8,How to Be Good,Nick Hornby,2001,Riverhead Books
165879,60915544,10,The Bean Trees,Barbara Kingsolver,1989,Perennial
165879,60972122,9,The Mysteries of Pittsburgh,Michael Chabon,1989,Perennial
165879,380789019,9,Neverwhere,Neil Gaiman,1998,Avon
165879,441008542,7,Isaac Asimov's Halloween,Gardner Dozois,2001,Ace Books
165884,312954166,5,The Indictment,Barry Reed,1995,St. Martin's Paperbacks
165884,312977867,8,The Heat of Lies (A Julian Palmer Thriller),Jonathan Stone,2001,St. Martin's Minotaur
165884,345315618,5,Imperial Earth,Arthur Charles Clarke,1984,Del Rey Books
165884,345413873,7,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books
165884,345422317,5,The Genesis Code,John Case,1998,Ballantine Books
165884,380724979,5,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1995,Avon
165884,380726246,5,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Avon
165884,425080277,5,Phantom,Thomas Tessier,1985,Berkley Publishing Group
165884,425147517,7,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
165884,425150984,8,Glory in Death,J. D. Robb,2004,Berkley Publishing Group
165884,425155943,5,Contagion,Robin Cook,1998,Berkley Publishing Group
165884,425184234,5,A Small Death in Lisbon,Robert Wilson,2002,Berkley Publishing Group
165884,440221420,6,No Witnesses: A Novel,Ridley Pearson,1996,Island
165884,440225817,5,Acts of Malice,Perri O'Shaughnessy,2000,Island
165884,440234743,7,The Testament,John Grisham,1999,Dell
165884,446357405,4,The Other Side of Midnight,Sidney Sheldon,1988,Warner Books
165884,446601241,7,Kiss the Girls,James Patterson,1995,Warner Books
165884,449221490,7,L Is for Lawless,Sue Grafton,1996,Fawcett Books
165884,451183339,5,Precipice: A Novel,Tom Savage,1995,Onyx Books
165884,515128635,7,Tripwire,Lee Child,2000,Jove Books
165884,671654160,7,"SHEEPFARMERS DAUGHTER (Deed of Paksenarrion, Book 1)",Elizabeth Moon,1988,Baen
165884,671780611,7,FINAL TOUR,Jonellen Heckler,1996,Pocket
165884,679448594,3,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc
165884,786889179,5,The Triggerman's Dance,T. Jefferson Parker,1998,Hyperion
165884,812533062,5,Labyrinth of Dreams (Labyrinth of Dreams G. O. D. Inc.),Jack L. Chalker,1987,St Martins Press
165886,316754307,5,If You Knew Me: A Novel,Anne Roiphe,1993,Little Brown &amp; Co
165886,385495846,7,Demolition Angel,Robert Crais,2000,Doubleday Books
165889,60988649,7,Lost: A Novel,Gregory Maguire,2002,Regan Books
165889,140086838,8,Ceremony (Contemporary American Fiction Series),Leslie Marmon Silko,1988,Penguin Books
165889,312862873,8,Door Number Three,Patrick O'Leary,1997,Tor Books
165901,3442444128,8,MÃ?Â¶rder und Marder. Ein Baltasar- Matzbach- Roman.,Gisbert Haefs,1999,Goldmann
165914,61092886,5,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch
165914,61097853,5,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch
165914,425170349,5,Rainbow Six,Tom Clancy,2004,Berkley Publishing Group
165914,446602345,5,Original Sin,Phyllis White,1996,Warner Books
165914,446604658,5,Lucky You,Carl Hiaasen,1998,Warner Vision
165914,449003787,5,\O\ Is for Outlaw,SUE GRAFTON,2001,Ballantine Books
165914,449221490,5,L Is for Lawless,Sue Grafton,1996,Fawcett Books
165914,449223612,5,N Is for Noose,Sue Grafton,1999,Fawcett Books
165914,553279912,5,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam
165923,9728423462,9,Amor portÃ¡til,Pedro PaixÃ£o,1999,Cotovia
165924,8473931602,5,Las noches lÃºgubres (Serie AquÃ­ y ahora),Alfonso Sastre,1982,E. Escolar
165929,140450238,10,"Saint Joan: A Chronicle Play in Six Scenes and an Epilogue (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,1957,Penguin Books
165932,380730421,7,The Miracle Strain : A Genetic Thriller,Michael Cordy,1998,Avon
165932,440178002,10,Shogun,JAMES CLAVELL,1986,Dell
165932,044021680X,9,Gai-Jin: A Novel of Japan,James Clavell,1994,Dell Publishing Company
165932,671004107,8,Contact,Carl Sagan,1997,Pocket
165932,671487728,9,We Are But A Moment's Sunlight: Understanding Death,Charles S. Adler,1976,Pocket
165932,671708821,6,What to Say When You Talk to Your Self,Shad Helmstetter,1990,Pocket
165932,822959046,10,Andrew Carnegie,Joseph Frazier Wall,1989,University of Pittsburgh Press
165932,155850723X,10,Old Soldiers Never Die: The Life of Douglas Macarthur,Geoffrey Perret,1997,Adams Media Corporation
165947,043936213X,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic
165959,451201507,7,Drudge Manifesto,Matt Drudge,2000,New American Library
165964,880781210X,8,iI Paradiso Degli Orchi,Daniel Pennac,1994,Universale Economica Feltrinelli
165973,671041789,9,The Green Mile,Stephen King,1999,Pocket
165976,486275426,7,The Devil's Dictionary (Dover Thrift Editions),Ambrose Bierce,1993,Dover Publications
165977,20427859,6,"Over Sea, Under Stone",Susan Cooper,1989,Simon Pulse
165977,836217284,7,High School Isn'T Pretty,John McPherson,1993,Andrews McMeel Publishing
165978,042517140X,8,Loyalty in Death,J. D. Robb,2004,Berkley Publishing Group
165985,373123515,10,"The Spaniard's Woman   Foreign Affairs (Harlequin Presents, 2351)",Diana Hamilton,2003,Harlequin
165987,60188952,8,Bread Alone,Judith Ryan Hendricks,2001,William Morrow &amp; Company
165987,142003727,9,Revenge of the Middle-Aged Woman,Elizabeth Buchan,2003,Penguin USA (Paper)
165987,312986343,5,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks
165987,345418832,6,The Puzzled Heart (Kate Fansler Novels (Hardcover)),Amanda Cross,1998,Ballantine Books
165987,451206673,9,Pen Pals,Olivia Goldsmith,2002,Signet Book
165987,451616200,10,Democracy in America,Alexis De Tocquevil,1956,New Amer Library (Mm)
165987,679756973,10,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,1996,Vintage Books USA
165987,883165171,9,Hallucinogens and Culture (Chandler &amp; Sharp series in cross-cultural themes),Peter T. Furst,1976,Chandler &amp; Sharp Pub
165987,157566688X,6,Hair Raiser: A Bad Hair Day Mystery (Bad Hair Day Mysteries (Paperback)),Nancy J. Cohen,2001,Kensington Publishing Corp.
165987,1576737160,7,The Ragamuffin Gospel,Brennan Manning,2000,Multnomah
165991,679745203,8,The English Patient,Michael Ondaatje,1996,Vintage Books USA
165998,8437609178,9,The Amor Se Escribe Sin Hache (Letras Hispanicas),Enrique Jardiel Poncela,1999,Catedra Catedra
166003,425104273,5,The First Deadly Sin,Lawrence Sanders,1993,Berkley Publishing Group
