User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
211303,1557481229,8,Ben Hur,Wallace,1987,Barbour Pub Inc
211304,425177173,8,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
211307,345377702,8,Me: Stories of My Life,Katharine Hepburn,1992,Ballantine Books
211307,425090825,9,Callahans Secret,Spider Robinson,1986,Penguin Putnam~mass
211307,441694004,5,Q Clearance,Peter Benchley,1987,Jove Books
211307,671552228,8,And Then There Were None,Agatha Christie,1984,Pocket
211308,082172469X,7,The Duke of Flatbush (Zebra Books),Duke Snyder,1988,Kensington Publishing Corporation
211314,345419979,10,Solemn Duty,Leonard B. Scott,1997,Ballantine Books
211314,440236096,10,Raid: The Untold Story of Patton's Secret Mission,Richard Baron,2000,Dell Publishing Company
211314,804110263,4,Stingray,B. H. Norton,2000,Ballantine Books
211320,743237188,9,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
211321,440234743,8,The Testament,John Grisham,1999,Dell
211325,380775840,8,Amber Beach (Donovan),Elizabeth Lowell,1998,Avon
211325,380789876,8,Jade Island (Donovan),Elizabeth Lowell,1999,Avon
211325,515127221,10,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
211325,515131083,9,Plantation: A Lowcountry Tale,Dorothea Benton Frank,2001,Jove Books
211326,3426622580,5,Leah und Adele. Die wahre Geschichte einer ungewÃ?Â¶hnlichen Freundschaft.,Leah Komaiko,2003,Droemer Knaur
211328,425127923,4,Sleeping With the Enemy,Nancy Price,1993,Berkley Pub Group
211333,553099515,7,So That Others May Live: Caroline Hebard and Her Search-And-Rescue Dogs,Hank Whittemore,1995,Bantam Dell Pub Group
211335,034543868X,7,"White Swan, Black Swan: Stories (Ballantine Reader's Circle)",Adrienne Sharp,2002,Ballantine Books
211335,345443284,7,While I Was Gone,Sue Miller,1999,Ballantine Books
211335,440220424,9,Having Our Say : The Delany Sisters' First 100 Years,SARAH L. DELANY,1994,Dell
211343,736903054,9,Ice Cream As a Clue to the Meaning of the Universe,Billy Sprague,2000,Harvest House Publishers
211343,805462996,5,Letters to Baby: A Keepsake of Blessings and Wisdom for New Babies,Chaz Corzine,1997,Broadman &amp; Holman Publishers
211344,60192119,8,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers
211344,60393017,7,"The Best Friend's Guide to Planning a Wedding : How to Find a Dress, Return the Shoes, Hire a Caterer, Fire the Photographer, Choose a Florist, Book a Band, and Still Wind Up Married at the End of It All",Lara Webb Carrigan,2000,ReganBooks
211344,60502258,8,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch
211344,60973617,8,Up the Down Staircase,Bel Kaufman,1991,Perennial
211344,60976845,7,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial
211344,140280553,9,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000,Penguin Books
211344,141301155,8,Charlie and the Chocolate Factory (Puffin Novels),Roald Dahl,1998,Puffin Books
211344,312278586,8,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press
211344,312958706,5,Slave Girls (St. Martin's True Crime Library),Wensley Clarkson,1996,St. Martin's Press
211344,345346904,9,Gateway (Heechee Saga),Frederik Pohl,1990,Del Rey Books
211344,034537942x,6,Entoverse,James P. Hogan,1992,Del Rey Books
211344,345405609,7,The Great War: American Front,HARRY TURTLEDOVE,1999,Del Rey
211344,375420991,8,"The Book of Nothing : Vacuums, Voids, and the Latest Ideas About the Origins of the Universe",JOHN BARROW,2001,Pantheon
211344,375421726,7,Nigger - The Strange Career of a Troublesome Word,Randall Kennedy,2002,Pantheon Books
211344,380731797,5,"In the Garden of Iden (A Novel of the Company, Book 1)",Kage Baker,1998,Eos
211344,380731800,8,"Sky Coyote (A Novel of the Company, Book 2)",Kage Baker,2000,Eos
211344,380791994,8,Singer from the Sea,Sheri S. Tepper,2000,Eos
211344,038081658X,8,The Fresco,Sheri S. Tepper,2002,Eos
211344,380976498,7,Bachelor Girl : The Secret History of Single Women in the Twentieth Century,Betsy Israel,2002,William Morrow
211344,038533303X,7,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
211344,385505833,7,Skipping Christmas,JOHN GRISHAM,2001,Doubleday
211344,393050939,9,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,W. W. Norton &amp; Company
211344,399501487,8,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
211344,425178900,8,Stick Figure: A Diary of My Former Self,Lori Gottlieb,2001,Berkley Publishing Group
211344,440225108,8,The Plague Tales,ANN BENSON,1998,Dell
211344,440940001,8,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
211344,440944597,7,The Chocolate War (Laurel Leaf Books),ROBERT CORMIER,1986,Laurel Leaf
211344,440998050,8,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf
211344,441010776,7,Knight Life,Peter David,2003,Ace Books
211344,044661095x,6,Killing Time,Caleb Carr,2002,Warner Books
211344,446670111,7,Einstein's Dreams,Alan Lightman,1994,Warner Books
211344,449006581,8,Brothel: Mustang Ranch and Its Women,Alexa Albert,2002,Ballantine Books
211344,451150678,7,Stand,Stephen King,1980,Signet Book
211344,451519124,8,Adventures of Huckleberry Finn,Mark Twain,1959,Signet Book
211344,471024600,7,The Science of Superheroes,Lois H.  Gresh,2002,Wiley
211344,486414442,5,Theories of the World from Antiquity to the Copernican Revolution : Second Revised Edition,Michael J. Crowe,2001,Dover Publications
211344,517208903,6,America's Dumbest Criminals,DANIEL BUTLER,2000,Gramercy
211344,055325698X,6,The Proteus Operation,James P. Hogan,1991,Spectra Books
211344,055326981X,8,The Practice Effect (Bantam Spectra Book),David Brin,1997,Bantam Books
211344,553280643,9,The Gate to Women's Country,Sheri S. Tepper,1997,Spectra Books
211344,553296590,8,Dreamsnake,Vonda N. McIntyre,1994,Bantam
211344,553572997,8,The Alienist,Caleb Carr,1995,Bantam Books
211344,553573985,9,Gibbon's Decline and Fall,Sheri S. Tepper,1997,Bantam Books
211344,590477412,6,"Deep Trouble (Goosebumps, No 19)",R. L. Stine,1996,Scholastic
211344,590483455,6,"The Horror at Camp Jellyjam (Goosebumps, No 33)",R. L. Stine,1995,Scholastic
211344,590494465,6,"The Haunted Mask (Goosebumps, No 11)",R. L. Stine,1995,Scholastic
211344,609802437,7,Great Moments in Sex,Cheryl Rilly,1999,Three Rivers Press (CA)
211344,609805002,7,"My 1,000 Americans: A Year-Long Journey through the Personals",Rochelle Morton,2001,Three Rivers Press (CA)
211344,670892963,6,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books
211344,671013955,7,"House of Cards (Star Trek New Frontier, No 1)",Peter David,1997,Star Trek
211344,671013971,7,"The Two Front War (Star Trek New Frontier, No 3)",Peter David,1997,Star Trek
211344,671027360,8,Angels &amp; Demons,Dan Brown,2001,Pocket Star
211344,671567667,8,The MOON AND THE SUN,Vonda N. McIntyre,1998,Pocket Books
211344,671617028,8,The Color Purple,Alice Walker,1985,Pocket Books
211344,679723110,8,Grendel,John Champlin Gardner,1989,Vintage Books USA
211344,679744398,5,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993,Vintage
211344,684853205,8,A Mind of Its Own: A Cultural History of the Penis,David M. Friedman,2001,Free Press
211344,684862751,8,The Barbie Chronicles : A Living Doll Turns Forty,Yona Zeldis McDonough,1999,Touchstone
211344,691070016,8,Nine Crazy Ideas in Science: A Few Might Even Be True.,Robert Ehrlich,2001,Princeton University Press
211344,763614211,7,Witch Child,Celia Rees,2001,Candlewick Press (MA)
211344,767902890,8,The Things They Carried,TIM O'BRIEN,1998,Broadway
211344,786817070,7,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids
211344,812515285,10,A Fire Upon The Deep (Zones of Thought),Vernor Vinge,1993,Tor Science Fiction
211344,812561775,10,"Mother Ocean, Daughter Sea (Tor Fantasy)",Diana Marcellas,2002,Tor Books
211344,812561783,9,The Sea Lark's Song,Diana Marcellas,2003,Tor Fantasy
211344,812575423,6,DoOon Mode,Piers Anthony,2002,Tor Science Fiction
211344,812580281,6,Genesis,Poul Anderson,2001,Tor Books
211344,812967240,6,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002,Villard
211344,089375417X,8,Journey to the Center of the Earth,Jules Verne,1980,Dutton Books
211344,1558509801,6,With These Words...I Thee Wed: Contemporary Wedding Vows for Today's Couples,Barbara Eklof,1989,Bob Adams Inc. Publishers
211344,1568581394,8,"God's Equation: Einstein, Relativity, and the Expanding Universe",Amir D. Aczel,1999,Four Walls Eight Windows
211344,1885171277,8,Breasts: Our Most Public Private Parts,Meema Spadola,1998,Council Oak Distribution
211348,747251134,7,Women Talking Dirty,Isla Dewar,0,Trafalgar Square
211351,60231041,8,I Stay Near You: 1 Story in 3,M. E. Kerr,1985,HarperCollins Publishers
211351,006108008X,6,Heartbreak Trail (Harper Monogram),Barbara Keller,1992,Harper Mass Market Paperbacks (Mm)
211351,61093343,9,Fault Lines,Anne Rivers Siddons,1996,HarperTorch
211351,64470679,7,Gentlehands,M. E. Kerr,1990,HarperTrophy
211351,131865781,5,Social Problems,James M. Henslin,1995,Prentice Hall
211351,014032223X,8,Return to Bitter Creek: A Novel,Doris Buchanan Smith,1988,Puffin Books
211351,316696528,8,Fawn: A Novel,Robert Newton Peck,1988,Little Brown &amp; Co
211351,345370724,9,Killer Diller,Clyde Edgerton,1992,Ballantine Books
211351,345377494,9,Box Socials,W. P. Kinsella,1992,Ballantine Books
211351,345383605,9,In Memory of Junior,Clyde Edgerton,1994,Ballantine Books
211351,396070698,7,The riddle of Raven's Gulch,Mary Francis Shura,1975,"Dodd, Mead"
211351,399147195,7,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,2001,Putnam Publishing Group
211351,425099032,8,The Tin Can Tree,Anne Tyler,1992,Ivy Books
211351,440217547,5,Accident,Danielle Steel,1995,Dell
211351,440222656,5,The Horse Whisperer,Nicholas Evans,1996,Dell
211351,044022862X,8,Other Bells for Us to Ring,Robert Cormier,2000,Laurel Leaf Library
211351,440416248,6,Frozen Summer,Mary Jane Auch,2000,Yearling Books
211351,440935482,9,"Hey, Dummy",Kin Platt,1973,Bantam Books (Mm)
211351,446310492,5,To Kill a Mockingbird,Harper Lee,1985,Warner Books
211351,446672211,10,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
211351,449149900,8,Mr. X,Peter Straub,2000,Ballantine Books
211351,553142607,5,California,Dana Fuller Ross,1981,Simon &amp; Schuster
211351,055314717X,5,"Colorado (Ross, Dana Fuller. Wagons West, V. 7.)",Dana Fuller Ross,1981,Bantam Books (Mm)
211351,553235729,5,Dakota (Wagons West),Dana Fuller Ross,1983,Bantam Books
211351,055325247X,5,"Louisiana (Wagon's West Series, No 16)",Dana Fuller Ross,1992,Bantam Books
211351,055325622X,5,"Tennessee (Wagons West, No 17)",Dana Fuller Ross,1986,Bantam Books
211351,553260960,8,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1986,Bantam Books
211351,553801341,9,From the Corner of His Eye,Dean R. Koontz,2000,Bantam Books
