User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
147978,871138212,10,The Beast God Forgot to Invent,Jim Harrison,2000,Atlantic Monthly Press
147979,1873982194,6,Primordial Soup,Christine Leunens,2002,Dedalus Ltd
147983,345436911,7,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
147984,8433906615,8,El Diccionario de Lempriere,Lawrence Norfolk,1995,Anagrama
147988,312953984,9,The Man Who Invented Florida (A Doc Ford Novel),Randy Wayne White,1997,St. Martin's Paperbacks
147991,374216495,8,The Museum Guard,Howard Norman,1998,Farrar Straus Giroux
147996,930289234,9,Watchmen,Alan Moore,1995,DC Comics
148000,8807015900,6,Si Sta Facendo Sempre Piu Tardi: Romanzo in Forma Di Lettere,Antonio Tabucchi,2001,Feltrinelli
148004,60920114,7,When Do Fish Sleep? And Other Imponderables of Everyday Life,David Feldman,1990,Perennial
148005,440418135,8,The Kite Fighters,Linda Sue Park,2002,Yearling Books
148005,590023101,10,Old Yeller,Frederick Gipson,1988,Scholastic Paperbacks (Mm)
148005,1562477579,9,The Smuggler's Treasure (American Girl History Mysteries (Paperback)),Sarah Masters Buckey,1999,Pleasant Company Publications
148024,446608815,2,Pop Goes the Weasel,James Patterson,2000,Warner Vision
148026,1862043523,8,60 Ways to Feel Amazing,Lynda Field,1998,Element Books Ltd.
148027,316182540,9,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown"
148028,28615999,5,Finding Serenity in the Age of Anxiety,Robert Gerzon,1997,Macmillan General Reference
148028,013339896X,5,Forty Studies That Changed Psychology: Explorations Into the History of Psychological Research,Roger R. Hock,1995,Prentice Hall
148028,345339681,5,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
148028,345339703,5,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
148028,385131720,5,The Island,Peter Benchley,1979,Bantam Dell Pub Group
148028,425103285,10,Mrs. Mike,Benedict Freedman,1994,Berkley Publishing Group
148028,044020562X,5,One,Richard Bach,1989,Dell
148028,440218772,10,Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,Academy of American Poets,1995,Laurel
148028,440224675,5,Hannibal,Thomas Harris,2000,Dell Publishing Company
148028,446364193,5,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books
148028,052594527X,10,Girl With a Pearl Earring,Tracy Chevalier,1999,Dutton Books
148028,553265962,10,Tisha: The Story of a Young Teacher in the Alaska Wilderness,Robert Specht,1982,Bantam Books
148028,590454412,5,Robin Hood of Sherwood Forest,Ann McGovern,1991,Scholastic
148028,671016792,5,SKATING FOR THE GOLD,Chip Lovitt,1997,Simon Spotlight Entertainment
148028,684833395,10,Catch 22,Joseph Heller,1996,Simon &amp; Schuster
148028,743436210,5,Hearts in Atlantis,Stephen King,2001,Pocket
148028,898706807,5,"Roses, Fountains, and Gold: The Virgin Mary in History, Art, and Apparition",John Martin,1998,Ignatius Press
148028,973018909,5,Echoes of Love from Heavens Above,Mickey Nivelli,2002,Sunshan Enterprises Inc
148029,375503994,9,Shrub: The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,Random House Trade
148029,385175671,10,Streisand : The Woman and the Legend,James Spada,1981,Doubleday
148030,60934417,10,Bel Canto: A Novel,Ann Patchett,2002,Perennial
148030,345339681,10,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
148030,345413865,9,Billy Straight : A Novel,JONATHAN KELLERMAN,1999,Ballantine Books
148030,345467493,10,Death in Holy Orders,P. D. James,2003,Ballantine Books
148030,380731851,8,Mystic River,Dennis Lehane,2002,HarperTorch
148030,385498411,10,Woman: An Intimate Geography,Natalie Angier,2000,Anchor
148030,425188787,10,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,2003,Berkley Publishing Group
148030,425192725,8,Q Is for Quarry,Sue Grafton,2003,Berkley Publishing Group
148030,671027360,10,Angels &amp; Demons,Dan Brown,2001,Pocket Star
148033,553274503,6,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
148035,345339681,5,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey
148040,671047507,5,Bloody River Blues,Jeffery Deaver,2000,Pocket
148044,142001805,10,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books
148044,446518344,10,Seeing a Large Cat (Amelia Peabody Mysteries (Hardcover)),Elizabeth Peters,1997,Warner Books Inc
148048,140344438,10,Nothing's Fair in Fifth Grade,Barthe Declements,1990,Puffin Books
148049,1892253038,5,"STINZ. Charger, The War Stories",Donna Barr,1999,Fine Line Pr
148051,609605925,7,Angel Falls,KRISTIN HANNAH,2000,Crown
148051,971880107,5,Wild Animus,Rich Shapero,2004,Too Far
148052,20199856,9,LOVE OF THE LAST TYCOON,F. Scott Fitzgerald,1995,Scribner
148052,825614481,9,Tori Amos: All These Years : The Authorized Illustrated Biography,Kalen Rogers,1994,Omnibus Press
148052,1559720891,5,Simon and Garfunkel: Old Friends : A Dual Biography,Joe Morella,1991,Carol Publishing Corporation
148053,141181273,6,Quicksand (Penguin Twentieth-Century Classics),Nella Larsen,2002,Penguin Books
148053,345355784,8,"The No-Nag, No-Guilt, Do-It-Your-Own Way Guide to Quitting Smoking",Tom Ferguson,1988,Ballantine Books
148053,451524802,5,"Ragged Dick Or, Street Life in New York With the Boot-Blacks","Horatio, Jr. Alger",1990,Signet Classics
148053,080410526X,7,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books
148054,385486804,10,Into the Wild,Jon Krakauer,1997,Anchor
148067,078510898X,8,Ultimate Spider-man Vol. 1,Brian Michael Bendis,2002,Marvel Entertainment Group
148077,60922583,9,Holographic Universe,Michael Talbot,1992,Perennial
148078,688146899,7,Martha Stewart: Just Desserts: The Unauthorized Biography,Jerry Oppenheimer,1997,William Morrow &amp; Company
148084,425178102,7,Big Trouble,Dave Barry,2001,Berkley Publishing Group
148084,1577347226,5,Pillar of Fire: A Historical Novel (Promised Land Series),David G. Woolley,2000,Covenant Communications
148091,375414827,8,The Language Police:  How Pressure Groups Restrict What Students Learn,DIANE RAVITCH,2003,Knopf
148092,316639842,8,Unnatural Exposure,Cornwell Patricia,0,Little Brown Company
148092,3257215452,5,Mehr Bier: Ein Kayankaya-Roman (Diogenes Taschenbuch),Jakob Arjouni,1987,Diogenes
