User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher
163973,345365283,7,A Death for a Dreamer,E.X. Giroux,1990,Ballantine Books
163973,345369947,6,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books
163973,345374266,6,Shadows in Bronze,Lindsey Davis,1993,Ballantine Books
163973,345374568,8,The Old Contemptibles,Martha Grimes,1992,Ballantine Books
163973,034538184X,8,Degree of Guilt,Richard North Patterson,1995,Ballantine Books
163973,345387554,8,The Horse You Came In On,Martha Grimes,1996,Ballantine Books
163973,345394259,6,Hotel Paradise,Martha Grimes,1997,Ballantine Books
163973,345394267,8,Rainbow's End,Martha Grimes,1996,Ballantine Books
163973,034540498X,8,Final Judgment,Richard N. Patterson,1996,Ballantine Books
163973,345418840,8,The Puzzled Heart (Kate Fansler Novels (Paperback)),Amanda Cross,1999,Fawcett Books
163973,345446666,9,Death in Holy Orders : An Adam Dalgliesh Mystery,P.D. JAMES,2002,Fawcett
163973,380698625,8,This Little Measure,Sara Woods,1986,Harper Mass Market Paperbacks (Mm)
163973,380699370,6,Murder and the First Lady (An Eleanor Roosevelt Mystery),Elliott Roosevelt,1992,Harper Mass Market Paperbacks (Mm)
163973,380700247,7,The Ghostway,Tony Hillerman,1991,Avon Books
163973,380701340,5,Creed for the Third Millennium,Colleen McCullough,1986,Avon
163973,380710218,9,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm)
163973,380713292,8,The Body in the Kelp: A Faith Fairchild Mystery,Katherine Hall Page,1992,Avon
163973,380713608,8,A Morning for Flamingos,James L. Burke,1991,Avon
163973,380717018,9,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
163973,380718332,9,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon
163973,380718340,9,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon
163973,380720477,8,A Stained White Radiance,James Lee Burke,1993,Avon
163973,380732661,9,The Ritual Bath (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon
163973,380756900,6,The Gardiner Women,Davidyne Mayleas,1993,Harper Mass Market Paperbacks (Mm)
163973,380767600,5,Lover in the Rough,Elizabeth Lowell,1994,Avon
163973,380790025,8,Death in Lovers' Lane (Henrie O Mysteries (Paperback)),Carolyn Hart,1998,Avon
163973,380798468,7,Butchers Hill (Tess Monaghan Mysteries (Paperback)),Laura Lippman,1998,Avon
163973,425105679,5,Cards on the Table (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2001,Berkley Publishing Group
163973,425109720,8,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group
163973,425111830,6,Search the Shadows,Barbara Michaels,1990,Berkley Publishing Group
163973,425125505,6,Tincture of Death,Ray Harrison,1991,Berkley Pub Group
163973,425126064,7,Shadow Prey,John Sandford,2004,Berkley Publishing Group
163973,425133540,8,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
163973,425140067,6,Corpse in the Kitchen,Sarah J. Mason,1993,Berkley Pub Group
163973,042514545X,6,Fool's Puzzle,Earlene Fowler,1995,Berkley Publishing Group
163973,425154092,8,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group
163973,425163407,9,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group
163973,425172546,9,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
163973,425174018,7,Hush Money (Spenser Mysteries),Robert B. Parker,2000,Berkley Publishing Group
163973,425182908,9,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group
163973,440102804,8,The Anodyne Necklace,Martha Grimes,1990,Dell
163973,440120500,8,The Dirty Duck,Martha Grimes,1990,Dell Publishing Company
163973,440135842,8,Help the Poor Struggler,Martha Grimes,1990,Dell
163973,440139244,8,I Am the Only Running Footman,Martha Grimes,1990,Dell Publishing Company
163973,440153271,8,The Man With a Load of Mischief,Martha Grimes,1991,Dell Publishing Company
163973,440202043,8,Shell Seekers,Rosamunde Pilcher,1996,Dell
163973,440202515,8,Another View,Rosamunde Pilcher,1989,Dell Publishing Company
163973,440204194,8,Firefly Summer,Maeve Binchy,1989,Dell
163973,440204488,6,At Death's Door,Robert Barnard,1989,Dell Publishing Company
163973,440206308,6,Extenuating Circumstances,Jonathan Valin,1994,Dell Publishing Company
163973,440208459,9,Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1991,Dell
163973,440211921,6,Predator,Jack Olsen,1992,Dell Publishing Company
163973,440215196,8,Old Silent,Martha Grimes,1993,Dell Publishing Company
163973,440217490,8,A Dangerous Fortune,Ken Follett,1994,Island
163973,044021873X,9,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1996,Dell
163973,440222826,8,The Mercy Rule,John T. Lescroart,1999,Island
163973,440223016,5,A Long Fatal Love Chase,Louisa May Alcott,1997,Dell
163973,440225817,8,Acts of Malice,Perri O'Shaughnessy,2000,Island
163973,445406488,8,The Curse of the Pharaohs,Elizabeth Peters,1988,Warner Books
163973,445408111,6,Not As Far As Velma,Nicholas Freeling,1990,Warner Books
163973,446306061,8,Skull Beneath the Skin,P D James,1983,Warner Books> C/o Little Br
163973,446311774,7,Innocent Blood,P. D. James,1992,Warner Books (Mm)
163973,446327069,7,Happy Are the Meek,Andrew M. Greeley,1985,Warner Books
163973,446353337,7,The Deeds of the Disturber,Elizabeth Peters,1994,Warner Books
163973,446358851,6,Blue Hammer,Ross MacDonald,1990,Warner Books (Mm)
163973,446359750,9,Devices and Desires,Phyllis White,1991,Warner Books
163973,446359866,8,Presumed Innocent,Scott Turow,1989,Warner Books
163973,446359882,6,Homeplace,Dorothy Garlock,1991,Warner Books
163973,446360317,7,St. Valentine's Night,Andrew M. Greeley,1990,Warner Books
163973,446364622,8,The Children of Men,P.D. James,1994,Warner Books
163973,446603929,8,See How They Run,James Patterson,1997,Warner Books
163973,446605409,5,Plum Island,Nelson DeMille,1998,Warner Books
163973,446608815,8,Pop Goes the Weasel,James Patterson,2000,Warner Vision
163973,446609781,8,Beneath the Skin,Nicci French,2001,Warner Books
163973,449000613,8,Rose Cottage,Mary Stewart,1998,Ivy Books
163973,449143589,7,The Voyagers,Vivian Lord,1982,Fawcett Books
163973,449149005,7,A Deceptive Clarity,Aaron J. Elkins,1994,Fawcett Books
163973,449207463,8,Superior Women,Alice Adams,1993,Fawcett Books
163973,449209598,6,Murder in the Smithsonian (Capital Crime Mysteries),Margaret Truman,1990,Fawcett Books
163973,449212254,6,The Raven in the Foregate (Brother Cadfael Mysteries),Ellis Peters,1988,Fawcett Books
163973,044921625X,6,Feather on the Moon,Phyllis A. Whitney,1994,Ivy Books
163973,449216403,7,A Trouble of Fools,Linda Barnes,1990,Fawcett Books
163973,449217426,6,Rainbow in the Mist,Phyllis A. Whitney,1990,Ivy Books
163973,449219364,8,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
163973,449219461,8,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books
163973,449221482,8,J Is for Judgment,Sue Grafton,1999,Fawcett Books
163973,449221504,8,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books
163973,451159292,9,Blood Test,Jonathan Kellerman,1987,Signet Book
